SEMBOL,FİYAT,SKOR,GEÇEN ANALİZLER,TAKILDIĞI ANALİZLER,KURUM ALIŞ-SATIŞ ANALİZİ,OLUSTURULMA_ZAMANI
SEYKM,3.25,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.61, satış=1.37 | Alışlar: BOFA 2g: +0.15, BOFA 3g: +0.08, KAMU 1g: +0.38 | Satışlar: BOFA 1g: -0.25, KAMU 2g: -0.43, KAMU 3g: -0.41, TERA 1g: -0.14, TERA 2g: -0.05, TERA 3g: -0.09",16.07.2025 22:41
SNICA,4.09,3,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.68, satış=0.76 | Alışlar: BOFA 1g: +0.14, BOFA 2g: +0.25, BOFA 3g: +0.29 | Satışlar: KAMU 1g: -0.04, KAMU 2g: -0.20, KAMU 3g: -0.11, TERA 1g: -0.15, TERA 2g: -0.11, TERA 3g: -0.15",16.07.2025 22:41
PATEK,23.18,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.27, satış=3.72 | Alışlar: KAMU 1g: +0.08, TERA 1g: +0.16, TERA 2g: +0.00, TERA 3g: +0.03 | Satışlar: BOFA 1g: -1.16, BOFA 2g: -0.81, BOFA 3g: -0.87, KAMU 2g: -0.46, KAMU 3g: -0.42",16.07.2025 22:41
OZGYO,8.35,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=1.33, satış=4.11 | Alışlar: BOFA 1g: +0.50, BOFA 2g: +0.38, BOFA 3g: +0.45 | Satışlar: KAMU 1g: -0.85, KAMU 2g: -0.79, KAMU 3g: -0.83, TERA 1g: -0.22, TERA 2g: -0.70, TERA 3g: -0.72",16.07.2025 22:41
MZHLD,5.89,1,Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.13, satış=0.32 | Alışlar: BOFA 1g: +0.04, BOFA 2g: +0.04, BOFA 3g: +0.05 | Satışlar: KAMU 1g: -0.05, KAMU 2g: -0.11, KAMU 3g: -0.11, TERA 1g: -0.00, TERA 2g: -0.02, TERA 3g: -0.02",16.07.2025 22:41
GOKNR,24.3,5,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.16, satış=0.02 | Alışlar: BOFA 1g: +0.03, BOFA 2g: +0.06, BOFA 3g: +0.07, KAMU 1g: +0.16, KAMU 2g: +0.39, KAMU 3g: +0.40, TERA 1g: +0.05 | Satışlar: TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
TBORG,175.5,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.28, satış=0.08 | Alışlar: BOFA 1g: +0.04, BOFA 2g: +0.12, BOFA 3g: +0.12, KAMU 1g: +0.01, TERA 1g: +0.00 | Satışlar: KAMU 2g: -0.03, KAMU 3g: -0.03, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
TATGD,11.45,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.61, satış=0.30 | Alışlar: BOFA 1g: +0.01, BOFA 2g: +0.24, BOFA 3g: +0.24, KAMU 1g: +0.12 | Satışlar: KAMU 2g: -0.05, KAMU 3g: -0.05, TERA 1g: -0.04, TERA 2g: -0.07, TERA 3g: -0.08",16.07.2025 22:41
CELHA,20.22,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.26, satış=1.26 | Alışlar: BOFA 1g: +0.02, BOFA 2g: +0.12, BOFA 3g: +0.12 | Satışlar: KAMU 1g: -0.18, KAMU 2g: -0.31, KAMU 3g: -0.32, TERA 1g: -0.01, TERA 2g: -0.22, TERA 3g: -0.22",16.07.2025 22:41
ENERY,7.41,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.22, satış=0.10 | Alışlar: BOFA 1g: +0.18, BOFA 3g: +0.01, KAMU 3g: +0.02 | Satışlar: BOFA 2g: -0.01, KAMU 1g: -0.07, KAMU 2g: -0.00, TERA 1g: -0.02, TERA 2g: -0.00, TERA 3g: -0.01",16.07.2025 22:41
ZEDUR,7.61,5,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.29, satış=0.00 | Alışlar: BOFA 1g: +0.32, BOFA 2g: +0.10, BOFA 3g: +0.14, KAMU 1g: +0.07, KAMU 2g: +0.23, KAMU 3g: +0.19, TERA 1g: +0.11, TERA 2g: +0.05, TERA 3g: +0.07 | Satışlar: ",16.07.2025 22:41
CEMTS,9.95,5,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.78, satış=0.59 | Alışlar: KAMU 1g: +0.21, KAMU 2g: +0.17, KAMU 3g: +0.16, TERA 1g: +0.03, TERA 2g: +0.10, TERA 3g: +0.11 | Satışlar: BOFA 1g: -0.18, BOFA 2g: -0.19, BOFA 3g: -0.21",16.07.2025 22:41
KIMMR,12.06,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.18, satış=0.78 | Alışlar: BOFA 2g: +0.07, BOFA 3g: +0.05, KAMU 1g: +0.05 | Satışlar: BOFA 1g: -0.24, KAMU 2g: -0.20, KAMU 3g: -0.20, TERA 1g: -0.05, TERA 2g: -0.05, TERA 3g: -0.06",16.07.2025 22:41
ARTMS,28.2,3,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.75, satış=0.90 | Alışlar: KAMU 2g: +0.17, KAMU 3g: +0.15, TERA 1g: +0.03, TERA 2g: +0.20, TERA 3g: +0.20 | Satışlar: BOFA 1g: -0.21, BOFA 2g: -0.33, BOFA 3g: -0.34, KAMU 1g: -0.02",16.07.2025 22:41
SRVGY,3.04,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.50, satış=1.32 | Alışlar: KAMU 2g: +0.24, KAMU 3g: +0.26 | Satışlar: BOFA 1g: -0.36, BOFA 2g: -0.11, BOFA 3g: -0.22, KAMU 1g: -0.36, TERA 1g: -0.18, TERA 2g: -0.02, TERA 3g: -0.07",16.07.2025 22:41
AKMGY,194.9,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.15, satış=0.31 | Alışlar: KAMU 1g: +0.09, KAMU 2g: +0.02, KAMU 3g: +0.02, TERA 1g: +0.00 | Satışlar: BOFA 1g: -0.03, BOFA 2g: -0.12, BOFA 3g: -0.12, TERA 2g: -0.02, TERA 3g: -0.02",16.07.2025 22:41
ASELS,155.5,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.22, satış=0.40 | Alışlar: BOFA 1g: +0.22, BOFA 2g: +0.50, BOFA 3g: +0.50 | Satışlar: KAMU 1g: -0.08, KAMU 2g: -0.12, KAMU 3g: -0.12, TERA 1g: -0.01, TERA 2g: -0.03, TERA 3g: -0.03",16.07.2025 22:41
KRSTL,7.29,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.00, satış=1.58 | Alışlar:  | Satışlar: BOFA 1g: -0.02, BOFA 2g: -0.44, BOFA 3g: -0.44, KAMU 1g: -0.01, KAMU 2g: -0.12, KAMU 3g: -0.12, TERA 1g: -0.14, TERA 2g: -0.14, TERA 3g: -0.16",16.07.2025 22:41
MSGYO,4.21,2,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.46, satış=1.30 | Alışlar: BOFA 1g: +0.03, TERA 1g: +0.01, TERA 2g: +0.21, TERA 3g: +0.22 | Satışlar: BOFA 2g: -0.12, BOFA 3g: -0.11, KAMU 1g: -0.32, KAMU 2g: -0.33, KAMU 3g: -0.42",16.07.2025 22:41
ARASE,53.1,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.32, satış=1.75 | Alışlar: KAMU 1g: +0.42, TERA 1g: +0.43, TERA 2g: +0.74, TERA 3g: +0.74 | Satışlar: BOFA 1g: -0.25, BOFA 2g: -0.16, BOFA 3g: -0.17, KAMU 2g: -0.58, KAMU 3g: -0.59",16.07.2025 22:41
PLTUR,25.58,3,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.88, satış=0.79 | Alışlar: BOFA 1g: +0.06, BOFA 2g: +0.07, BOFA 3g: +0.07, KAMU 1g: +0.05, KAMU 2g: +0.32, KAMU 3g: +0.31 | Satışlar: TERA 1g: -0.07, TERA 2g: -0.36, TERA 3g: -0.36",16.07.2025 22:41
EFORC,129.4,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.19, satış=0.71 | Alışlar: KAMU 2g: +0.01, KAMU 3g: +0.01, TERA 1g: +0.13, TERA 2g: +0.02, TERA 3g: +0.03 | Satışlar: BOFA 1g: -0.17, BOFA 2g: -0.26, BOFA 3g: -0.26, KAMU 1g: -0.02",16.07.2025 22:41
BTC_USDT_BIN,120138.0,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.00, satış=0.00 | Alışlar:  | Satışlar: ",16.07.2025 22:41
ESEN,79.7,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.98, satış=1.68 | Alışlar: KAMU 2g: +0.04, KAMU 3g: +0.04, TERA 1g: +0.46, TERA 2g: +0.72, TERA 3g: +0.72 | Satışlar: BOFA 1g: -0.47, BOFA 2g: -0.60, BOFA 3g: -0.61, KAMU 1g: -0.00",16.07.2025 22:41
MNDRS,11.34,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.00, satış=0.61 | Alışlar:  | Satışlar: BOFA 1g: -0.01, BOFA 2g: -0.11, BOFA 3g: -0.11, KAMU 1g: -0.11, KAMU 2g: -0.03, KAMU 3g: -0.04, TERA 1g: -0.07, TERA 2g: -0.07, TERA 3g: -0.07",16.07.2025 22:41
RODRG,16.27,1,EMA kısa vadede yukarı trend; Momentum pozitif,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.35, satış=0.67 | Alışlar: BOFA 1g: +0.07, BOFA 2g: +0.14, BOFA 3g: +0.14 | Satışlar: KAMU 1g: -0.10, KAMU 2g: -0.12, KAMU 3g: -0.12, TERA 1g: -0.05, TERA 2g: -0.14, TERA 3g: -0.14",16.07.2025 22:41
EKOS,21.28,4,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.18, satış=0.96 | Alışlar: KAMU 1g: +0.18, KAMU 2g: +0.45, KAMU 3g: +0.45, TERA 1g: +0.00, TERA 2g: +0.05, TERA 3g: +0.05 | Satışlar: BOFA 1g: -0.05, BOFA 2g: -0.46, BOFA 3g: -0.46",16.07.2025 22:41
PNLSN,41.2,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.44, satış=0.64 | Alışlar: KAMU 1g: +0.13, KAMU 2g: +0.00, KAMU 3g: +0.01, TERA 2g: +0.14, TERA 3g: +0.15 | Satışlar: BOFA 1g: -0.02, BOFA 2g: -0.29, BOFA 3g: -0.29, TERA 1g: -0.03",16.07.2025 22:41
YKSLN,4.91,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.43, satış=0.21 | Alışlar: BOFA 2g: +0.13, BOFA 3g: +0.12, TERA 1g: +0.04, TERA 2g: +0.07, TERA 3g: +0.08 | Satışlar: BOFA 1g: -0.06, KAMU 1g: -0.02, KAMU 2g: -0.01, KAMU 3g: -0.12",16.07.2025 22:41
ARZUM,4.89,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.41, satış=2.16 | Alışlar: BOFA 1g: +0.04, BOFA 2g: +0.18, BOFA 3g: +0.19 | Satışlar: KAMU 1g: -0.33, KAMU 2g: -0.54, KAMU 3g: -0.57, TERA 1g: -0.33, TERA 2g: -0.16, TERA 3g: -0.23",16.07.2025 22:41
FROTO,96.05,4,EMA kısa vadede yukarı trend; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.36, satış=0.58 | Alışlar: BOFA 1g: +0.09, BOFA 2g: +0.11, BOFA 3g: +0.11, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: KAMU 1g: -0.16, KAMU 2g: -0.21, KAMU 3g: -0.21, TERA 1g: -0.01",16.07.2025 22:41
HATSN,40.5,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.41, satış=0.14 | Alışlar: BOFA 1g: +0.12, BOFA 2g: +0.06, BOFA 3g: +0.07, KAMU 2g: +0.05, KAMU 3g: +0.05, TERA 1g: +0.07 | Satışlar: KAMU 1g: -0.07, TERA 2g: -0.04, TERA 3g: -0.04",16.07.2025 22:41
KONKA,33.32,2,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.48, satış=0.72 | Alışlar: BOFA 1g: +0.04, BOFA 2g: +0.03, BOFA 3g: +0.03, TERA 1g: +0.14, TERA 2g: +0.12, TERA 3g: +0.12 | Satışlar: KAMU 1g: -0.11, KAMU 2g: -0.31, KAMU 3g: -0.31",16.07.2025 22:41
SANFM,15.28,1,RSI 30-50 arası ve yukarı trendde; Momentum pozitif,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=1.15, satış=1.60 | Alışlar: KAMU 1g: +0.29, KAMU 2g: +0.21, KAMU 3g: +0.22, TERA 1g: +0.11, TERA 2g: +0.16, TERA 3g: +0.16 | Satışlar: BOFA 1g: -0.38, BOFA 2g: -0.60, BOFA 3g: -0.62",16.07.2025 22:41
ASGYO,11.07,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.43, satış=0.30 | Alışlar: BOFA 2g: +0.15, BOFA 3g: +0.15, TERA 2g: +0.06, TERA 3g: +0.06 | Satışlar: BOFA 1g: -0.02, KAMU 1g: -0.02, KAMU 2g: -0.12, KAMU 3g: -0.13, TERA 1g: -0.01",16.07.2025 22:41
IZENR,7.0,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.48, satış=3.00 | Alışlar: BOFA 1g: +0.21, BOFA 2g: +0.12, BOFA 3g: +0.15 | Satışlar: KAMU 1g: -0.62, KAMU 2g: -0.87, KAMU 3g: -0.87, TERA 1g: -0.21, TERA 2g: -0.14, TERA 3g: -0.30",16.07.2025 22:41
RUBNS,19.36,5,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.20, satış=0.10 | Alışlar: BOFA 1g: +0.03, KAMU 1g: +0.07, TERA 1g: +0.09 | Satışlar: BOFA 2g: -0.03, BOFA 3g: -0.03, KAMU 2g: -0.01, KAMU 3g: -0.02, TERA 2g: -0.01, TERA 3g: -0.00",16.07.2025 22:41
NIBAS,19.13,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.15, satış=0.40 | Alışlar: TERA 1g: +0.04, TERA 2g: +0.06, TERA 3g: +0.06 | Satışlar: BOFA 1g: -0.07, BOFA 2g: -0.06, BOFA 3g: -0.06, KAMU 1g: -0.09, KAMU 2g: -0.07, KAMU 3g: -0.06",16.07.2025 22:41
PGSUS,264.0,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.45, satış=2.64 | Alışlar: BOFA 2g: +0.06, BOFA 3g: +0.06, KAMU 1g: +0.13, KAMU 2g: +0.10, KAMU 3g: +0.10 | Satışlar: BOFA 1g: -0.13, TERA 1g: -0.68, TERA 2g: -0.91, TERA 3g: -0.91",16.07.2025 22:41
ISKPL,30.18,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.63, satış=0.41 | Alışlar: KAMU 2g: +0.01, KAMU 3g: +0.01, TERA 1g: +0.15, TERA 2g: +0.22, TERA 3g: +0.23 | Satışlar: BOFA 1g: -0.02, BOFA 2g: -0.19, BOFA 3g: -0.19, KAMU 1g: -0.01",16.07.2025 22:41
BIMAS,499.0,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.26, satış=0.17 | Alışlar: KAMU 1g: +0.02, TERA 1g: +0.07, TERA 2g: +0.08, TERA 3g: +0.08 | Satışlar: BOFA 1g: -0.08, BOFA 2g: -0.04, BOFA 3g: -0.04, KAMU 2g: -0.00, KAMU 3g: -0.00",16.07.2025 22:41
ALTNY,83.35,4,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.34, satış=1.54 | Alışlar: KAMU 1g: +0.01, TERA 1g: +0.15, TERA 2g: +0.09, TERA 3g: +0.09 | Satışlar: BOFA 1g: -0.12, BOFA 2g: -0.64, BOFA 3g: -0.64, KAMU 2g: -0.07, KAMU 3g: -0.07",16.07.2025 22:41
A1YEN,27.42,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.17, satış=1.02 | Alışlar: BOFA 1g: +0.07, KAMU 1g: +0.03, TERA 1g: +0.09, TERA 2g: +0.49, TERA 3g: +0.49 | Satışlar: BOFA 2g: -0.16, BOFA 3g: -0.16, KAMU 2g: -0.35, KAMU 3g: -0.35",16.07.2025 22:41
PKENT,219.0,2,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.01, satış=0.69 | Alışlar: BOFA 1g: +0.01 | Satışlar: BOFA 2g: -0.05, BOFA 3g: -0.05, KAMU 1g: -0.01, KAMU 2g: -0.17, KAMU 3g: -0.17, TERA 1g: -0.08, TERA 2g: -0.09, TERA 3g: -0.09",16.07.2025 22:41
ZOREN,3.16,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.01, satış=0.53 | Alışlar: KAMU 2g: +0.01, KAMU 3g: +0.00 | Satışlar: BOFA 1g: -0.20, BOFA 2g: -0.06, BOFA 3g: -0.12, KAMU 1g: -0.01, TERA 1g: -0.00, TERA 2g: -0.07, TERA 3g: -0.07",16.07.2025 22:41
